typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,M,20220101,2022,1,202201,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,451,FALSE,8,kg,451,FALSE,451,FALSE,0,FALSE,0,132299.152,132299.152,0,TRUE,FALSE
C,M,20220101,2022,1,202201,276,DEU,Germany,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.467,TRUE,-1,N/A,0,FALSE,2.467,TRUE,0,FALSE,,156.14,156.14,6,FALSE,TRUE
C,M,20220101,2022,1,202201,710,ZAF,South Africa,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2,FALSE,8,kg,2,FALSE,2,FALSE,0,FALSE,0,307.917,307.917,0,FALSE,TRUE
C,M,20220101,2022,1,202201,826,GBR,United Kingdom,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2,FALSE,8,kg,2,FALSE,2,FALSE,0,FALSE,,5603.072,5603.072,0,FALSE,TRUE
C,M,20220201,2022,2,202202,276,DEU,Germany,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.56,TRUE,-1,N/A,0,FALSE,1.56,TRUE,0,FALSE,,93.004,93.004,6,FALSE,TRUE
C,M,20220201,2022,2,202202,380,ITA,Italy,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,24.134,TRUE,-1,N/A,0,FALSE,24.134,TRUE,0,FALSE,,3035.092,3035.092,6,TRUE,FALSE
C,M,20220201,2022,2,202202,757,CHE,Switzerland,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,180,FALSE,8,kg,180,FALSE,180,FALSE,0,FALSE,,4086.464,4086.464,0,FALSE,TRUE
C,M,20220301,2022,3,202203,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,591,FALSE,8,kg,591,FALSE,591,FALSE,0,FALSE,0,136780.198,136780.198,0,TRUE,FALSE
C,M,20220301,2022,3,202203,251,FRA,France,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,41,FALSE,8,kg,41,FALSE,41,FALSE,0,FALSE,,13048.648,13048.648,0,FALSE,TRUE
C,M,20220301,2022,3,202203,757,CHE,Switzerland,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,180,FALSE,8,kg,180,FALSE,180,FALSE,0,FALSE,,4057.208,4057.208,0,FALSE,TRUE
C,M,20220401,2022,4,202204,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,18,FALSE,8,kg,18,FALSE,18,FALSE,0,FALSE,0,4172.464,4172.464,0,TRUE,FALSE
C,M,20220501,2022,5,202205,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,82,FALSE,8,kg,82,FALSE,82,FALSE,0,FALSE,0,17763.736,17763.736,0,TRUE,FALSE
C,M,20220501,2022,5,202205,276,DEU,Germany,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5,FALSE,8,kg,5,FALSE,5,FALSE,0,FALSE,,6968.058,6968.058,0,FALSE,TRUE
C,M,20220501,2022,5,202205,699,IND,India,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2,FALSE,8,kg,2,FALSE,2,FALSE,0,FALSE,0,732.216,732.216,0,TRUE,FALSE
C,M,20220501,2022,5,202205,757,CHE,Switzerland,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,180,FALSE,8,kg,180,FALSE,180,FALSE,0,FALSE,,3845.997,3845.997,0,FALSE,TRUE
