typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,M,20250601,2025,6,202506,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,294,FALSE,8,kg,294,FALSE,294,FALSE,0,FALSE,,89754.71,89754.71,0,TRUE,FALSE
C,M,20250601,2025,6,202506,276,DEU,Germany,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4,FALSE,8,kg,4,FALSE,4,FALSE,0,FALSE,,3540.077,3540.077,0,FALSE,TRUE
C,M,20250601,2025,6,202506,380,ITA,Italy,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,,2799.586,2799.586,0,TRUE,FALSE
C,M,20250601,2025,6,202506,699,IND,India,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,33,FALSE,8,kg,33,FALSE,33,FALSE,0,FALSE,,1640.997,1640.997,0,FALSE,TRUE
C,M,20250601,2025,6,202506,826,GBR,United Kingdom,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,250,FALSE,8,kg,250,FALSE,250,FALSE,0,FALSE,,35981.062,35981.062,0,FALSE,TRUE
C,M,20250701,2025,7,202507,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,240,FALSE,8,kg,240,FALSE,240,FALSE,0,FALSE,,59338.657,59338.657,0,TRUE,FALSE
C,M,20250701,2025,7,202507,826,GBR,United Kingdom,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,816,FALSE,8,kg,816,FALSE,816,FALSE,0,FALSE,,223270.155,223270.155,0,FALSE,TRUE
C,M,20250801,2025,8,202508,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1270,FALSE,8,kg,1270,FALSE,1270,FALSE,0,FALSE,,418495.743,418495.743,0,TRUE,FALSE
C,M,20250801,2025,8,202508,380,ITA,Italy,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,,6729.945,6729.945,0,TRUE,FALSE
C,M,20250901,2025,9,202509,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,140,FALSE,8,kg,140,FALSE,140,FALSE,0,FALSE,,64268.33,64268.33,0,TRUE,FALSE
C,M,20251001,2025,10,202510,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,280,FALSE,8,kg,280,FALSE,280,FALSE,0,FALSE,,54895.412,54895.412,0,TRUE,FALSE
